,s
1796,http://yago-knowledge.org/resource/Prime_number
1797,http://yago-knowledge.org/resource/Territories_of_the_United_States
1798,http://yago-knowledge.org/resource/Ferry
1799,http://yago-knowledge.org/resource/Sonnet
1800,http://yago-knowledge.org/resource/Atoll
1801,http://yago-knowledge.org/resource/Country_club
1802,http://yago-knowledge.org/resource/Fish_hatchery
1803,http://yago-knowledge.org/resource/State_bank
1804,http://yago-knowledge.org/resource/Figurine
1805,http://yago-knowledge.org/resource/Venus_figurines
1806,http://yago-knowledge.org/resource/Qahal
1807,http://yago-knowledge.org/resource/Letter_(message)
1808,http://yago-knowledge.org/resource/Vingtaine
1809,http://yago-knowledge.org/resource/Wembley_Championships
1810,http://yago-knowledge.org/resource/Dome
1811,http://yago-knowledge.org/resource/Seyfert_galaxy
1812,http://yago-knowledge.org/resource/Inland_port
1813,http://yago-knowledge.org/resource/Stack_(geology)
1814,http://yago-knowledge.org/resource/Society_of_apostolic_life
1815,http://yago-knowledge.org/resource/Constitutional_court
1816,http://yago-knowledge.org/resource/String_quartet
1817,http://yago-knowledge.org/resource/Inn
1818,http://yago-knowledge.org/resource/Trainer_aircraft
1819,http://yago-knowledge.org/resource/Control_character
1820,http://yago-knowledge.org/resource/Character_(symbol)
1821,http://yago-knowledge.org/resource/National_monument_(United_States)
1822,http://yago-knowledge.org/resource/Vampire_(Marvel_Comics)
1823,http://yago-knowledge.org/resource/Government_formation
1824,http://yago-knowledge.org/resource/Lied
1825,http://yago-knowledge.org/resource/Open_joint-stock_company
1826,http://yago-knowledge.org/resource/List_of_parishes_in_New_Brunswick
1827,http://yago-knowledge.org/resource/Powiat
1828,http://yago-knowledge.org/resource/Naval_artillery
1829,http://yago-knowledge.org/resource/Travel_visa
1830,http://yago-knowledge.org/resource/Administrative_divisions_of_China
1831,http://yago-knowledge.org/resource/Standards_organization
1832,http://yago-knowledge.org/resource/Motor_ship
1833,http://yago-knowledge.org/resource/Valencian_Community_motorcycle_Grand_Prix
1834,http://yago-knowledge.org/resource/Provinces_of_Prussia
1835,http://yago-knowledge.org/resource/Esoteric_programming_language
1836,http://yago-knowledge.org/resource/Fire_department
1837,http://yago-knowledge.org/resource/Ambassadors_of_the_United_States
1838,http://yago-knowledge.org/resource/Installation_art
1839,http://yago-knowledge.org/resource/Security_agency
1840,http://yago-knowledge.org/resource/Former_constellations
1841,http://yago-knowledge.org/resource/Climate_change_mitigation
1842,http://yago-knowledge.org/resource/List_of_villages_in_Alberta
1843,http://yago-knowledge.org/resource/Australian_Indoor_Tennis_Championships
1844,http://yago-knowledge.org/resource/Voluntary_controlled_school
1845,http://yago-knowledge.org/resource/Subprefecture
1846,http://yago-knowledge.org/resource/Bascule_bridge
1847,http://yago-knowledge.org/resource/Wax_museum
1848,http://yago-knowledge.org/resource/Monaco_Grand_Prix
1849,http://yago-knowledge.org/resource/Municipalities_of_Slovenia
1850,http://yago-knowledge.org/resource/Sanatorium
1851,http://yago-knowledge.org/resource/Ballistic_missile_submarine
1852,http://yago-knowledge.org/resource/Sub-provincial_division
1853,http://yago-knowledge.org/resource/Municipalities_of_Croatia
1854,http://yago-knowledge.org/resource/Human_rights_commission
1855,http://yago-knowledge.org/resource/Parish
1856,http://yago-knowledge.org/resource/Local_government_in_The_Bahamas
1857,http://yago-knowledge.org/resource/Necropolis
1858,http://yago-knowledge.org/resource/Urban_village
1859,http://yago-knowledge.org/resource/Protectorate
1860,http://yago-knowledge.org/resource/GP_Miguel_Induráin
1861,http://yago-knowledge.org/resource/Record_shop
1862,http://yago-knowledge.org/resource/Chain_store
1863,http://yago-knowledge.org/resource/Dzielnica
1864,http://yago-knowledge.org/resource/Independent_record_label
1865,http://yago-knowledge.org/resource/Christmas_market
1866,http://yago-knowledge.org/resource/Mathematical_model
1868,http://yago-knowledge.org/resource/Jewish_holidays
1869,http://yago-knowledge.org/resource/Catalan_motorcycle_Grand_Prix
1870,http://yago-knowledge.org/resource/Students'_union
1871,http://yago-knowledge.org/resource/Supraorganization
1872,http://yago-knowledge.org/resource/Marching_band
1873,http://yago-knowledge.org/resource/Codex
1874,http://yago-knowledge.org/resource/Mission_sui_iuris
1875,http://yago-knowledge.org/resource/Language_assessment
1876,http://yago-knowledge.org/resource/Wildfire
1877,http://yago-knowledge.org/resource/Biological_process
1878,http://yago-knowledge.org/resource/Concept_album
1879,http://yago-knowledge.org/resource/Microprocessor
1880,http://yago-knowledge.org/resource/Water_park
1881,http://yago-knowledge.org/resource/Online_newspaper
1882,http://yago-knowledge.org/resource/Campus
1883,http://yago-knowledge.org/resource/Genoese_towers_in_Corsica
1884,http://yago-knowledge.org/resource/Uyezd
1885,http://yago-knowledge.org/resource/Sugar_refinery
1886,http://yago-knowledge.org/resource/Scheduled_monument
1887,http://yago-knowledge.org/resource/Inauguration
1888,http://yago-knowledge.org/resource/November
1889,http://yago-knowledge.org/resource/Departments_of_Mauritania
1890,http://yago-knowledge.org/resource/Tribal_colleges_and_universities
1891,http://yago-knowledge.org/resource/List_of_environmental_ministries
1892,http://yago-knowledge.org/resource/Town_(New_Jersey)
1893,http://yago-knowledge.org/resource/Honorific
1894,http://yago-knowledge.org/resource/Trans-Neptunian_object
1895,http://yago-knowledge.org/resource/Game_reserve
1896,http://yago-knowledge.org/resource/Grove_(nature)
1897,http://yago-knowledge.org/resource/Slovak_Open
1898,http://yago-knowledge.org/resource/Milano–Torino
1899,http://yago-knowledge.org/resource/Branch_line
1900,http://yago-knowledge.org/resource/Group_(military_aviation_unit)
1901,http://yago-knowledge.org/resource/Law_school
1902,http://yago-knowledge.org/resource/Motte-and-bailey_castle
1903,http://yago-knowledge.org/resource/Cargo_liner
1904,http://yago-knowledge.org/resource/Shrine
1905,http://yago-knowledge.org/resource/Wales_Rally_GB
1906,http://yago-knowledge.org/resource/Summit_(meeting)
1907,http://yago-knowledge.org/resource/Independent_agencies_of_the_United_States_government
1908,http://yago-knowledge.org/resource/JavaScript_framework
1909,http://yago-knowledge.org/resource/Plantation
1910,http://yago-knowledge.org/resource/Controlled-access_highway
1911,http://yago-knowledge.org/resource/Townhouse
1912,http://yago-knowledge.org/resource/Supercouple
1913,http://yago-knowledge.org/resource/Gemarkung
1914,http://yago-knowledge.org/resource/Earthworks
1915,http://yago-knowledge.org/resource/Teleplay
1916,http://yago-knowledge.org/resource/NCAA_Division_I_Women's_Tennis_Championship
1917,http://yago-knowledge.org/resource/Women's_PGA_Championship
1918,http://yago-knowledge.org/resource/Girl_group
1919,http://yago-knowledge.org/resource/Radiologic_sign
1920,http://yago-knowledge.org/resource/Political_organisation
1921,http://yago-knowledge.org/resource/Creole_language
1922,http://yago-knowledge.org/resource/Cromlech
1923,http://yago-knowledge.org/resource/Impact_crater_lake
1924,http://yago-knowledge.org/resource/Original_video_animation
1925,http://yago-knowledge.org/resource/Window_manager
1926,http://yago-knowledge.org/resource/Lyceum
1927,http://yago-knowledge.org/resource/Protected_areas_of_Brazil
1928,http://yago-knowledge.org/resource/Word_processor
1929,http://yago-knowledge.org/resource/Surah
1930,http://yago-knowledge.org/resource/World_Squash_Championships
1931,http://yago-knowledge.org/resource/Outline_(list)
1932,http://yago-knowledge.org/resource/Bundesstraße
1933,http://yago-knowledge.org/resource/Mascot
1934,http://yago-knowledge.org/resource/Public_limited_company
1935,http://yago-knowledge.org/resource/Barred_spiral_galaxy
1936,http://yago-knowledge.org/resource/Autonomous_Soviet_Socialist_Republics_of_the_Soviet_Union
1937,http://yago-knowledge.org/resource/Stadtbezirk
1938,http://yago-knowledge.org/resource/Ancient_language
1939,http://yago-knowledge.org/resource/'Uzlah
1940,http://yago-knowledge.org/resource/Census
1941,http://yago-knowledge.org/resource/Volcanic_crater_lake
1942,http://yago-knowledge.org/resource/Conspiracy
1943,http://yago-knowledge.org/resource/Choir
1944,http://yago-knowledge.org/resource/Eparchy
1945,http://yago-knowledge.org/resource/Religious_congregation
1946,http://yago-knowledge.org/resource/Lost_artworks
1947,http://yago-knowledge.org/resource/Channel_(geography)
1948,http://yago-knowledge.org/resource/List_of_national_legal_systems
1949,http://yago-knowledge.org/resource/Miscellaneous_school
1950,http://yago-knowledge.org/resource/Debut_novel
1951,http://yago-knowledge.org/resource/Lorraine_Open
1952,http://yago-knowledge.org/resource/Firestone_Grand_Prix_of_St._Petersburg
1953,http://yago-knowledge.org/resource/Guitar
1954,http://yago-knowledge.org/resource/Districts_of_Rwanda
1955,http://yago-knowledge.org/resource/Masonic_Temple
1956,http://yago-knowledge.org/resource/Diene
1957,http://yago-knowledge.org/resource/Reconnaissance_vehicle
1958,http://yago-knowledge.org/resource/Political_action_committee
1959,http://yago-knowledge.org/resource/Local_derby
1960,http://yago-knowledge.org/resource/Pistol
1961,http://yago-knowledge.org/resource/Piano_sonata
1962,http://yago-knowledge.org/resource/Speaker_(politics)
1963,http://yago-knowledge.org/resource/Kentucky_Derby
1964,http://yago-knowledge.org/resource/Route_nationale
1965,http://yago-knowledge.org/resource/ATP_Bordeaux
1966,http://yago-knowledge.org/resource/Asana
1967,http://yago-knowledge.org/resource/Ministry_of_Defence
1968,http://yago-knowledge.org/resource/UCI_Track_Cycling_World_Championships
1969,http://yago-knowledge.org/resource/Cantons_of_Costa_Rica
1970,http://yago-knowledge.org/resource/Nickname
1971,http://yago-knowledge.org/resource/Era
1973,http://yago-knowledge.org/resource/Phrase
1974,http://yago-knowledge.org/resource/Township_(South_Africa)
1975,http://yago-knowledge.org/resource/Emirate
1976,http://yago-knowledge.org/resource/Stanley_Cup
1977,http://yago-knowledge.org/resource/Ice_rink
1978,http://yago-knowledge.org/resource/Japanese_garden
1979,http://yago-knowledge.org/resource/Material
1980,http://yago-knowledge.org/resource/BWF_Super_Series_Finals
1981,http://yago-knowledge.org/resource/Variation_of_the_field
1982,http://yago-knowledge.org/resource/County_town
1983,http://yago-knowledge.org/resource/Autovía
1984,http://yago-knowledge.org/resource/Credit_union
1985,http://yago-knowledge.org/resource/Fan_club
1986,http://yago-knowledge.org/resource/Periodization
1987,http://yago-knowledge.org/resource/Machine_gun
1988,http://yago-knowledge.org/resource/Glider_(sailplane)
1989,http://yago-knowledge.org/resource/Bell_tower
1990,http://yago-knowledge.org/resource/Political_system
1991,http://yago-knowledge.org/resource/Abstract_strategy_game
1992,http://yago-knowledge.org/resource/Publication
1993,http://yago-knowledge.org/resource/Country_code_top-level_domain
1994,http://yago-knowledge.org/resource/Municipalities_of_Bolivia
1995,http://yago-knowledge.org/resource/General_election
1996,http://yago-knowledge.org/resource/Landslide
1997,http://yago-knowledge.org/resource/Queen's_Club_Championships
1998,http://yago-knowledge.org/resource/Satellite
1999,http://yago-knowledge.org/resource/Grand_Lodge
2000,http://yago-knowledge.org/resource/Community_centre
2001,http://yago-knowledge.org/resource/Orphanage
2002,http://yago-knowledge.org/resource/Official_residence
2003,http://yago-knowledge.org/resource/Clergy_house
2004,http://yago-knowledge.org/resource/Ballad
2005,http://yago-knowledge.org/resource/Banners_of_Inner_Mongolia
2006,http://yago-knowledge.org/resource/Amateur_radio_satellite
2007,http://yago-knowledge.org/resource/Tidal_island
2008,http://yago-knowledge.org/resource/Natural_arch
2009,http://yago-knowledge.org/resource/Stampede
2010,http://yago-knowledge.org/resource/Women's_World_Chess_Championship
2011,http://yago-knowledge.org/resource/Age_(geology)
2012,http://yago-knowledge.org/resource/Stage_(stratigraphy)
2013,http://yago-knowledge.org/resource/Political_alliance
2014,http://yago-knowledge.org/resource/Boy_band
2015,http://yago-knowledge.org/resource/Scientific_model
2016,http://yago-knowledge.org/resource/Independent_city_(United_States)
2017,http://yago-knowledge.org/resource/Professional_wrestling_championship
2018,http://yago-knowledge.org/resource/Pen_name
2019,http://yago-knowledge.org/resource/Bunker
2020,http://yago-knowledge.org/resource/Japanese_Grand_Prix
2021,http://yago-knowledge.org/resource/Pet_cemetery
2022,http://yago-knowledge.org/resource/Stele
2023,http://yago-knowledge.org/resource/Sans-serif
2024,http://yago-knowledge.org/resource/Provinces_of_France
2025,http://yago-knowledge.org/resource/Salt_pan_(geology)
2026,http://yago-knowledge.org/resource/Tour_of_the_Basque_Country
2027,http://yago-knowledge.org/resource/Cryptographic_hash_function
2028,http://yago-knowledge.org/resource/Ribosomal_RNA
2029,http://yago-knowledge.org/resource/Bust_(sculpture)
2030,http://yago-knowledge.org/resource/Winter_Paralympic_Games
2031,http://yago-knowledge.org/resource/Military_satellite
2032,http://yago-knowledge.org/resource/Trimaran
2033,http://yago-knowledge.org/resource/Engineer_Combat_Battalion
2034,http://yago-knowledge.org/resource/Bonded_warehouse
2035,http://yago-knowledge.org/resource/List_of_Quebec_general_elections
2036,http://yago-knowledge.org/resource/Prince
2037,http://yago-knowledge.org/resource/Religious_institute
2038,http://yago-knowledge.org/resource/Spirit
2039,http://yago-knowledge.org/resource/Friends_meeting_house
2040,http://yago-knowledge.org/resource/Music_award
2041,http://yago-knowledge.org/resource/Proprietary_software
2042,http://yago-knowledge.org/resource/Utility_software
2043,http://yago-knowledge.org/resource/Nature_park
